Unnamed: 0,country,designation,points,price,price_GBP
29866,Chile,Cuvée Don Reca Limited Release,89,23.0,27.6
29879,Chile,Notas de Guarda,89,39.0,46.8
29972,Chile,,85,13.0,15.6
29977,Chile,Garuma Vineyard,85,20.0,24.0
29979,Chile,Doña Bernarda,85,29.0,34.8
29986,Chile,120,85,8.0,9.6
30002,Chile,Family Selection,91,45.0,54.0
30147,Chile,Aliwen Reserva,87,13.0,15.6
30154,Chile,Queulat Gran Reserva Single Vineyard,87,15.0,18.0
30258,Chile,Private Reserve,86,13.0,15.6
30262,Chile,Barrel Selection Reserve,86,13.0,15.6
30302,Chile,Reserva,87,10.0,12.0
30349,Chile,Gran Reserva,88,17.0,20.4
30385,Chile,Reserva Especial,91,22.0,26.4
30388,Chile,,87,20.0,24.0
30395,Chile,Crucero Reserva,87,13.0,15.6
30399,Chile,Reserve,87,15.0,18.0
30403,Chile,Nimbus Single Vineyard,87,15.0,18.0
30414,Chile,Reserva,87,12.0,14.4
30459,Chile,Reserva,83,13.0,15.6
30461,Chile,,83,9.0,10.8
30502,Chile,Catalina,90,75.0,90.0
30503,Chile,Gran Corte,90,35.0,42.0
30606,Chile,Nimbus Single Vineyard,88,20.0,24.0
30619,Chile,Estate Bottled Gran Reserva,87,19.0,22.8
30630,Chile,Quinel Vineyard,87,18.0,21.6
30631,Chile,Petirrojo Reserva Estate Grown,87,9.0,10.8
30656,Chile,Puerto Viejo Reserve,85,10.0,12.0
30679,Chile,Cuvée Tradition,85,13.0,15.6
30688,Chile,La Joya Gran Reserva,85,15.0,18.0
30689,Chile,Columbine Special Reserve,85,17.0,20.4
30844,Chile,,87,11.0,13.2
30869,Chile,Edicion Limitada,87,18.0,21.6
30954,Chile,Las Almas,87,49.0,58.8
30956,Chile,Xplorador,87,8.0,9.6
31168,Chile,1865 Single Vineyard,90,20.0,24.0
31243,Chile,,84,8.0,9.6
31299,Chile,Condesa Real,90,26.0,31.2
31312,Chile,Amplus One,90,19.0,22.8
31369,Chile,Purple Angel,92,72.0,86.39999999999998
31400,Chile,Parinacota Limited Edition,88,30.0,36.0
31536,Chile,,84,10.0,12.0
31537,Chile,Sustainable Agriculture,84,13.0,15.6
31542,Chile,Reserva,84,12.0,14.4
31546,Chile,Gravas Rojas,90,,
31554,Chile,,90,25.0,30.0
31558,Chile,Lot 21,90,40.0,48.0
31572,Chile,Medalla Real Gran Reserva,90,20.0,24.0
31753,Chile,Pehuén,91,70.0,84.0
31899,Chile,Rosé,85,9.0,10.8
31906,Chile,120,85,9.0,10.8
31969,Chile,Collection San Jose Apalta,90,30.0,36.0
31976,Chile,,89,19.0,22.8
31988,Chile,Sensaciones Single Vineyard,89,15.0,18.0
32053,Chile,Tributo Single Vineyard Block #Algarrobo,88,16.0,19.2
32062,Chile,Classic,88,,
32080,Chile,Alwa Limited Edition,88,35.0,42.0
32091,Chile,Marques de Casa Concha,89,22.0,26.4
32095,Chile,Fina Reserva Ensamblaje Cabernet Sauvignon-Malbec-Syrah,89,19.0,22.8
32110,Chile,Memorias,89,35.0,42.0
32144,Chile,Crucero,86,10.0,12.0
32148,Chile,Selección,86,12.0,14.4
32149,Chile,La Palma Reserva,86,13.0,15.6
32324,Chile,Kankana del Elqui,91,44.0,52.8
32565,Chile,1865 Single Vineyard,86,11.0,13.2
32577,Chile,Serie Riberas Gran Reserva,86,17.0,20.4
32578,Chile,Bicicleta,86,12.0,14.4
32582,Chile,Boya,86,15.0,18.0
32592,Chile,Reserva,87,12.0,14.4
32596,Chile,Sibaris Reserva Especial,87,17.0,20.4
32609,Chile,Reserva,87,10.0,12.0
32725,Chile,El Principal Andetelmo,90,70.0,84.0
32735,Chile,Family Collection,90,29.0,34.8
32749,Chile,T.H. Terroir Hunter,90,24.0,28.8
33025,Chile,Ventolera,87,32.0,38.4
33041,Chile,Reserva Privada,87,14.0,16.8
33045,Chile,Reserva,87,12.0,14.4
33050,Chile,U Estate Grown,87,11.0,13.2
33052,Chile,Pinot del Cerro,87,100.0,120.0
33053,Chile,Toro de Piedra Grand Reserve,87,14.0,16.8
33057,Chile,Reserva de Familia,87,20.0,24.0
33058,Chile,Medalla Real,87,18.0,21.6
33134,Chile,Reserva,85,13.0,15.6
33146,Chile,,85,12.0,14.4
33147,Chile,Reserva Espiritu de Los Andes Estate Bottled,85,12.0,14.4
33150,Chile,Reserva,85,12.0,14.4
33157,Chile,Cuvée Alexandre Atalayas Vineyard,85,24.0,28.8
33296,Chile,Reserva Sepia,87,12.0,14.4
33299,Chile,Reserva Estate Bottled,87,10.0,12.0
33361,Chile,Zardoz,87,25.0,30.0
33365,Chile,Reserva,87,14.0,16.8
33369,Chile,Summit 2900,87,13.0,15.6
33426,Chile,Reserva,88,16.0,19.2
33446,Chile,1865 Single Vineyard,88,18.0,21.6
33501,Chile,Serie Riberas Gran Reserva Ribera del Rapel,86,17.0,20.4
33508,Chile,Duette Premium,86,18.0,21.6
33512,Chile,Reserva Estate Bottled,86,15.0,18.0
33514,Chile,Limited Reserve Barrel Aged,86,18.0,21.6
33525,Chile,Reserva,86,14.0,16.8
33597,Chile,Lot 225,88,12.0,14.4
33713,Chile,Reserva,82,13.0,15.6
33722,Chile,Reserva,81,13.0,15.6
33730,Chile,Aliwen Reserva,86,13.0,15.6
33734,Chile,Sophia Gran Reserva,86,15.0,18.0
33735,Chile,Selección del Directorio Gran Reserva Cool Coastal Vineyard,86,10.0,12.0
33778,Chile,Medalla Real Gran Reserva,90,20.0,24.0
33821,Chile,Reserva,88,14.0,16.8
33824,Chile,Edición Limitada,88,21.0,25.2
33834,Chile,Edición Limitada,81,22.0,26.4
33835,Chile,,81,10.0,12.0
33836,Chile,,81,12.0,14.4
33837,Chile,Natura,80,11.0,13.2
34086,Chile,Amalia,85,50.0,60.0
34087,Chile,Los Vascos,84,14.0,16.8
34158,Chile,,84,10.0,12.0
34180,Chile,Le Rosé,85,21.0,25.2
34184,Chile,,85,8.0,9.6
34187,Chile,120 Reserva Especial,85,8.0,9.6
34200,Chile,,85,11.0,13.2
34201,Chile,La Joya Gran Reserva,86,11.0,13.2
34205,Chile,Reserva,86,13.0,15.6
34211,Chile,Reserva,86,12.0,14.4
34290,Chile,Alpha,86,25.0,30.0
34291,Chile,Reserva,86,12.0,14.4
34293,Chile,,85,19.0,22.8
34297,Chile,Reserva Espiritu de Los Andes Estate Bottled,85,10.0,12.0
34299,Chile,Tama Vineyard Selection,85,15.0,18.0
34300,Chile,Enco Reserve,85,14.0,16.8
34308,Chile,Vieilles Vignes,85,20.0,24.0
34314,Chile,Reserva,84,10.0,12.0
34323,Chile,,84,23.0,27.6
34324,Chile,Family Vintage,84,18.0,21.6
34336,Chile,Single Vineyard Falaris Hill,84,22.0,26.4
34339,Chile,Limited Release,84,25.0,30.0
34342,Chile,,84,12.0,14.4
34368,Chile,Alwa,88,37.0,44.4
34450,Chile,Classic Series,87,12.0,14.4
34462,Chile,,87,9.0,10.8
34464,Chile,Winemaker's Selection Single Vineyard,87,20.0,24.0
34497,Chile,Unwooded,81,9.0,10.8
34500,Chile,Un-Oaked,80,7.0,8.4
34501,Chile,,80,6.0,7.199999999999998
34513,Chile,,83,10.0,12.0
34515,Chile,,83,9.0,10.8
34516,Chile,,83,9.0,10.8
34517,Chile,Estate Bottled Un-oaked,83,7.0,8.4
34518,Chile,Reserva,83,9.0,10.8
34524,Chile,Reserva,83,12.0,14.4
34534,Chile,T.H. West Limarí,82,20.0,24.0
34535,Chile,Reserva Unoaked,82,11.0,13.2
34536,Chile,,82,24.0,28.8
34705,Chile,Reserva Especial,88,23.0,27.6
34725,Chile,,88,16.0,19.2
34728,Chile,Family Reserva,88,18.0,21.6
34755,Chile,Canto de Apalta,92,22.0,26.4
34756,Chile,Franco,92,85.0,102.0
34887,Chile,Los Vascos Reserve,87,20.0,24.0
34889,Chile,Secreto,87,14.0,16.8
34890,Chile,Secreto,87,14.0,16.8
34968,Chile,The Big Green Box,82,20.0,24.0
35143,Chile,Clava Coastal Reserve,86,15.0,18.0
35146,Chile,Reserva,86,12.0,14.4
35161,Chile,Sepia Reserva,86,10.0,12.0
35164,Chile,Ñeque,90,50.0,60.0
35166,Chile,,90,20.0,24.0
35176,Chile,Royale Los Lingues Vineyard,90,26.0,31.2
35189,Chile,Reserva de Familia,90,20.0,24.0
35206,Chile,Aliara,91,40.0,48.0
35208,Chile,Luis Pereira,91,150.0,180.0
35213,Chile,T.H. Terroir Hunter,91,25.0,30.0
35225,Chile,Crucero,83,10.0,12.0
35230,Chile,,83,10.0,12.0
35236,Chile,,82,9.0,10.8
35238,Chile,,82,13.0,15.6
35713,Chile,Bayo Oscuro,90,34.0,40.8
35716,Chile,Single Vineyard Garuma,90,18.0,21.6
35771,Chile,Reserva,86,12.0,14.4
36001,Chile,Limited Edition,88,20.0,24.0
36013,Chile,Aconcagua Costa Single Vineyard,88,,
36014,Chile,Single Vineyard Max Reserva Estates,88,20.0,24.0
36020,Chile,First Edition,88,18.0,21.6
36022,Chile,Enki Carmenère-Carignan,88,30.0,36.0
36062,Chile,Gran Reserva,90,15.0,18.0
36068,Chile,Limited Edition,90,22.0,26.4
36076,Chile,Single Vineyard,89,17.0,20.4
36078,Chile,Wild Ferment,89,28.0,33.6
36083,Chile,1865 Single Vineyard,89,19.0,22.8
36084,Chile,Reserva de Familia,89,20.0,24.0
36122,Chile,Grand Reserve,89,21.0,25.2
36194,Chile,,80,7.0,8.4
36239,Chile,Block g+i,92,40.0,48.0
36256,Chile,Sibaris Reserva Especial,87,17.0,20.4
36266,Chile,Medalla Real Special Reserve,87,17.0,20.4
36267,Chile,Reserva,87,12.0,14.4
36277,Chile,,87,12.0,14.4
36349,Chile,Reserve,88,9.0,10.8
36350,Chile,Reserva de Familia,88,18.0,21.6
36358,Chile,Casa La Joya Reserve,88,11.0,13.2
36423,Chile,Gran Reserva,88,16.0,19.2
36424,Chile,Reserva,88,16.0,19.2
36442,Chile,,88,20.0,24.0
36450,Chile,Antu,88,19.0,22.8
36567,Chile,Collection San Jose Apalta,90,30.0,36.0
36802,Chile,Santa Digna Reserva,85,14.0,16.8
36842,Chile,Reserva,86,11.0,13.2
36844,Chile,Reserva,86,14.0,16.8
37050,Chile,Reserva el Algarrobo,85,12.0,14.4
37058,Chile,Reina Ana,85,12.0,14.4
37150,Chile,,85,11.0,13.2
37151,Chile,,85,35.0,42.0
37156,Chile,,85,10.0,12.0
37169,Chile,Reserva Estate Bottled,85,10.0,12.0
37171,Chile,Casillero del Diablo Reserva,85,11.0,13.2
37236,Chile,Catalina,90,50.0,60.0
37237,Chile,Amplus One,90,24.0,28.8
37245,Chile,Quiron,90,30.0,36.0
37249,Chile,Casillero del Diablo Reserva,88,11.0,13.2
37264,Chile,Viejas Tinajas,88,25.0,30.0
37284,Chile,Escalera,91,49.0,58.8
37302,Chile,Limited Edition,91,40.0,48.0
37447,Chile,Ninquén Mountain Vineyard,91,34.0,40.8
37451,Chile,Alcance,90,15.0,18.0
37459,Chile,Nimbus Estate,90,18.0,21.6
37539,Chile,,88,25.0,30.0
37557,Chile,Gran Reserva,88,13.0,15.6
37581,Chile,Memorias,87,28.0,33.6
37587,Chile,Gran Reserva de Los Andes Estate Bottled,87,15.0,18.0
37602,Chile,Costero Extra Brut,87,19.0,22.8
37649,Chile,Clos Apalta,94,75.0,90.0
37653,Chile,Viu 1,93,65.0,78.0
37764,Chile,Tribute,86,17.0,20.4
37784,Chile,Alpha,87,24.0,28.8
37785,Chile,Classic Series,87,12.0,14.4
37789,Chile,Cenit,87,,
37896,Chile,,85,9.0,10.8
37906,Chile,,84,12.0,14.4
37908,Chile,Casillero del Diablo Reserve,84,12.0,14.4
37909,Chile,Xplorador,84,8.0,9.6
37935,Chile,Anka,91,22.0,26.4
37943,Chile,B,85,39.0,46.8
37944,Chile,Gran Aracauno,85,35.0,42.0
37946,Chile,Gran Reserva,85,15.0,18.0
37952,Chile,Pedriscal Vineyard Reserva,85,23.0,27.6
37956,Chile,Reserva,85,10.0,12.0
37957,Chile,Ventura Reserve,85,16.0,19.2
37966,Chile,Don Feli,85,12.0,14.4
38097,Chile,Reserva de Familia,89,20.0,24.0
38151,Chile,Altazor,91,70.0,84.0
38219,Chile,Quatro,90,15.0,18.0
38234,Chile,T.H.,89,17.0,20.4
38374,Chile,Grey Glacier Single Block,90,20.0,24.0
38382,Chile,Block Selection Tinga Reserve,84,12.0,14.4
38383,Chile,Supertuga,84,20.0,24.0
38392,Chile,,84,13.0,15.6
38393,Chile,Reserva,84,13.0,15.6
38400,Chile,Reserva Casillero del Diablo,84,11.0,13.2
38410,Chile,Select Terroir,84,10.0,12.0
38411,Chile,Viña Macatero Estate,84,11.0,13.2
38644,Chile,,89,18.0,21.6
38650,Chile,Medalla Real Gran Reserva,89,20.0,24.0
38657,Chile,Los Vascos Grande Reserve,89,20.0,24.0
38713,Chile,Reserva,83,12.0,14.4
38761,Chile,T.H. Terroir Hunter,91,26.0,31.2
38804,Chile,Terrunyo Entre Cordilleras Peumo Vineyard Block 27,89,40.0,48.0
39043,Chile,Santa Digna Reserva,87,14.0,16.8
39051,Chile,La Joya Gran Reserva,87,15.0,18.0
39052,Chile,Potro de Piedra Family Reserve Single Vineyard,87,30.0,36.0
39101,Chile,Limited Edition,91,40.0,48.0
39106,Chile,Altazor,91,70.0,84.0
39266,Chile,EQ,91,40.0,48.0
39330,Chile,Casillero del Diablo Reserva Privada,87,18.0,21.6
39367,Chile,La Joya Gran Reserva Winemaker's Red Blend,91,15.0,18.0
39490,Chile,Crucero Reserva,83,10.0,12.0
39492,Chile,Secreto,83,14.0,16.8
39499,Chile,Reserva,82,15.0,18.0
39501,Chile,Reserva,82,9.0,10.8
39509,Chile,,82,8.0,9.6
39532,Chile,Reserva,87,10.0,12.0
39533,Chile,Tributo,87,20.0,24.0
39563,Chile,Alpha,88,25.0,30.0
39565,Chile,Reserva Privada,88,15.0,18.0
39566,Chile,Cot Limited Edition,88,20.0,24.0
39571,Chile,,88,19.0,22.8
39574,Chile,Sibaris Reserva Especial,88,16.0,19.2
39575,Chile,Private Edition,88,22.0,26.4
39578,Chile,Reserva,88,17.0,20.4
39582,Chile,,88,13.0,15.6
39585,Chile,Tributo Single Vineyard Block #Algarrobo,88,16.0,19.2
39652,Chile,Sideral,91,30.0,36.0
39663,Chile,Floresta Alto,91,45.0,54.0
39755,Chile,Sibaris Reserva Especial,85,17.0,20.4
39756,Chile,Reserva,85,12.0,14.4
39759,Chile,Reserva,84,13.0,15.6
39772,Chile,Sabino,84,24.0,28.8
39778,Chile,Cefiro Reserva,84,12.0,14.4
39815,Chile,Magia Negra Ensamblaje,90,69.0,82.8
39958,Chile,Reserve,80,10.0,12.0
40023,Chile,Cefiro Reserva Syrah,87,12.0,14.4
40062,Chile,Edición Limitada,87,22.0,26.4
40075,Chile,Tributo Single Vineyard,87,20.0,24.0
40177,Chile,Rivalta,89,84.0,100.8
40196,Chile,Estate Selection,85,11.0,13.2
40224,Chile,Reserva,86,13.0,15.6
40235,Chile,Gran Reserva,85,16.0,19.2
40337,Chile,Leyenda,93,85.0,102.0
40395,Chile,Medalla Real Gran Reserva,87,18.0,21.6
40457,Chile,Visión Block: 68 Old Vine Single Vineyard,85,15.0,18.0
40459,Chile,Reserva,85,11.0,13.2
40462,Chile,,85,11.0,13.2
40508,Chile,Marques de Casa Concha,88,26.0,31.2
40515,Chile,Aliwen Reserva,88,13.0,15.6
40516,Chile,Queulat Gran Reserva Single Vineyard,88,18.0,21.6
40665,Chile,Limited Edition,85,16.0,19.2
40669,Chile,Reserva,85,12.0,14.4
40672,Chile,Natura,85,12.0,14.4
40680,Chile,Lien,87,20.0,24.0
40692,Chile,Single Vineyard,87,18.0,21.6
40695,Chile,Family Reserva,87,17.0,20.4
40701,Chile,Puerto Viejo Reserve,87,10.0,12.0
40827,Chile,Lazuli,90,24.0,28.8
40830,Chile,Marques de Casa Concha,90,22.0,26.4
40837,Chile,Aconcagua Costa,90,25.0,30.0
40848,Chile,Serie Riberas Gran Reserva Ribera del Tinguiririca,87,17.0,20.4
40909,Chile,Tupu Edicion Limitada,90,18.0,21.6
40925,Chile,Brut,83,12.0,14.4
41005,Chile,Reserva,86,14.0,16.8
41013,Chile,Reserva,86,13.0,15.6
41015,Chile,Gran Reserva Maipo Alto,86,15.0,18.0
41042,Chile,Coastal Cool Climate Estate Bottled,89,17.0,20.4
41128,Chile,Manso de Velasco,90,60.0,72.0
41133,Chile,Hacienda Araucano Alka,90,50.0,60.0
41280,Chile,Natura,86,11.0,13.2
41281,Chile,Sepia Reserva,86,10.0,12.0
41282,Chile,Wetland Winemaker's Selection,86,8.0,9.6
41285,Chile,Reserva,86,13.0,15.6
41297,Chile,Lot 21,86,35.0,42.0
41298,Chile,,86,15.0,18.0
41341,Chile,El Caballero,87,12.0,14.4
41346,Chile,Zardoz,87,,
41533,Chile,Medalla Real Gran Reserva,88,20.0,24.0
41539,Chile,Gran Terroir Estate Grown La Huella Vineyard,88,18.0,21.6
41548,Chile,Los Lingues Vineyard,88,20.0,24.0
41659,Chile,Toro de Piedra Gran Reserva Single Vineyard,87,15.0,18.0
41783,Chile,Sideral,89,25.0,30.0
41802,Chile,Max Reserva,89,20.0,24.0
41902,Chile,Kuyen,90,40.0,48.0
41917,Chile,,89,20.0,24.0
42034,Chile,Reserva,85,13.0,15.6
42035,Chile,Gran Reserva,85,16.0,19.2
42036,Chile,Armador,85,12.0,14.4
42037,Chile,Armador,85,12.0,14.4
42039,Chile,Ultima Reserve,85,10.0,12.0
42040,Chile,Bio-Sur,85,14.0,16.8
42089,Chile,Barrel Select 60/40,84,13.0,15.6
42100,Chile,,83,15.0,18.0
42104,Chile,1912 Vines,83,20.0,24.0
42109,Chile,Brut,83,15.0,18.0
42110,Chile,Momentos Reserve,83,11.0,13.2
42112,Chile,,83,9.0,10.8
42125,Chile,,83,9.0,10.8
42126,Chile,,83,7.0,8.4
42128,Chile,Reserva,83,12.0,14.4
42130,Chile,Pargua II,83,20.0,24.0
42133,Chile,120,83,8.0,9.6
42199,Chile,Gran Reserva,88,17.0,20.4
42258,Chile,,86,12.0,14.4
42260,Chile,Alfa Centauri,86,32.0,38.4
42262,Chile,,86,30.0,36.0
42265,Chile,Reserva,86,13.0,15.6
42358,Chile,Vitral,84,12.0,14.4
42373,Chile,,83,20.0,24.0
42379,Chile,,83,11.0,13.2
42559,Chile,Sibaris Reserva Especial,84,17.0,20.4
42560,Chile,Estate Bottled,84,10.0,12.0
42748,Chile,Taita Wisdom in Wine Marchigue Vineyard,91,300.0,360.0
43083,Chile,Hacienda Araucano Reserva,85,13.0,15.6
43089,Chile,El Delirio,85,9.0,10.8
43094,Chile,,85,7.0,8.4
43109,Chile,Eclat,86,25.0,30.0
43189,Chile,Grande Reserve,90,18.0,21.6
43237,Chile,Ecos de Rulo Single Vineyard,87,20.0,24.0
43255,Chile,El Conde Gran Reserva,85,18.0,21.6
43260,Chile,,85,10.0,12.0
43270,Chile,Reserva Estate Bottled,85,10.0,12.0
43286,Chile,Reserva,84,12.0,14.4
43296,Chile,,84,10.0,12.0
43297,Chile,Victoria Reserve,84,12.0,14.4
43312,Chile,Reserva,84,13.0,15.6
43413,Chile,Kai,89,235.0,282.0
43454,Chile,Q,87,20.0,24.0
43457,Chile,La Joya Gran Reserva,87,14.0,16.8
43469,Chile,Single Vineyard,90,25.0,30.0
43587,Chile,Pangea Apalta Vineyard,89,,
43837,Chile,Petirrojo Reserva Estate Grown,85,9.0,10.8
43845,Chile,Coastal Cool Climate,85,16.0,19.2
43848,Chile,Reserva Espiritu de Los Andes Estate Bottled,85,12.0,14.4
43850,Chile,Natura,85,12.0,14.4
43851,Chile,Natura,85,11.0,13.2
44089,Chile,Reserva de Familia,84,35.0,42.0
44090,Chile,Estate Bottled - Prima Reserva,84,10.0,12.0
44097,Chile,,84,9.0,10.8
44098,Chile,,84,8.0,9.6
44101,Chile,35 South Land of Passion and Fantasy,84,8.0,9.6
44107,Chile,Estate Bottled Reserve,84,12.0,14.4
44110,Chile,Reserva,84,12.0,14.4
44111,Chile,,84,11.0,13.2
44112,Chile,Estate Bottled,84,6.0,7.199999999999998
44114,Chile,,84,10.0,12.0
44115,Chile,,84,9.0,10.8
44116,Chile,,84,15.0,18.0
44280,Chile,Gran Reserva Triumpheros,88,19.0,22.8
44455,Chile,Los Vascos Grande Reserve,89,20.0,24.0
44474,Chile,Gran Toqui,89,30.0,36.0
44625,Chile,Novas Gran Reserva Made with Organically Grown Grapes,88,16.0,19.2
44786,Chile,Bayo Oscuro,92,38.0,45.6
44824,Chile,Hacienda Araucano,86,14.0,16.8
44833,Chile,Escudo Rojo,85,15.0,18.0
44837,Chile,Supertuga Block,84,30.0,36.0
44842,Chile,Twelvestone,84,10.0,12.0
44844,Chile,Reserva,84,20.0,24.0
44847,Chile,Reserva,84,12.0,14.4
44854,Chile,Reserva,84,11.0,13.2
44856,Chile,Gran Reserva,84,18.0,21.6
44865,Chile,,83,10.0,12.0
44885,Chile,,86,12.0,14.4
44907,Chile,Single Vineyard Block no.5 Quebrada Alta,86,20.0,24.0
44913,Chile,Riscos de Puquillay Alto,85,17.0,20.4
44914,Chile,Special Reserve,85,16.0,19.2
44918,Chile,,85,15.0,18.0
44919,Chile,Reserva de Familia,85,20.0,24.0
44921,Chile,,85,12.0,14.4
44985,Chile,Reserva,81,10.0,12.0
44991,Chile,Gran Reserva,80,14.0,16.8
45077,Chile,Reserva,87,10.0,12.0
45084,Chile,,87,20.0,24.0
45099,Chile,Reserva,85,10.0,12.0
45102,Chile,,85,11.0,13.2
45103,Chile,Brut,85,12.0,14.4
45105,Chile,Serie Riberas Gran Reserva Ribera del Maule,85,18.0,21.6
45106,Chile,Serie Riberas Gran Reserva Ribera del Rapel,85,15.0,18.0
45107,Chile,,85,10.0,12.0
45121,Chile,La Joya Gran Reserva,85,14.0,16.8
45122,Chile,Casillero del Diablo Reserva,85,11.0,13.2
45178,Chile,Claret Block Selection Reserve,90,15.0,18.0
45192,Chile,Alazan,90,30.0,36.0
45199,Chile,,84,7.0,8.4
45200,Chile,Selected Terroir,84,10.0,12.0
45233,Chile,,90,86.0,103.2
45292,Chile,Borobo,92,80.0,96.0
45342,Chile,LFE900 Single Vineyard,93,35.0,42.0
45361,Chile,Gran Reserva Sibaris,88,17.0,20.4
45397,Chile,,86,10.0,12.0
45398,Chile,Legado Reserva,86,15.0,18.0
45405,Chile,Legado Reserva,85,20.0,24.0
45411,Chile,Estate,85,16.0,19.2
45415,Chile,,85,15.0,18.0
45596,Chile,Castillo de Molina Reserva,87,12.0,14.4
45606,Chile,Barrel Series Reserva,87,19.0,22.8
45648,Chile,,86,19.0,22.8
45654,Chile,Reserve Assemblage Carmenere-Cabernet Sauvignon-Cabernet Franc,86,16.0,19.2
45656,Chile,Reserva,86,14.0,16.8
45660,Chile,,86,18.0,21.6
45662,Chile,Reserva,86,10.0,12.0
45663,Chile,Reserva,86,9.0,10.8
45664,Chile,Barrel Select Reserve,86,12.0,14.4
45769,Chile,,83,10.0,12.0
45857,Chile,Corralillo,89,28.0,33.6
45865,Chile,Single Vineyard,89,18.0,21.6
45913,Chile,,89,16.0,19.2
45919,Chile,,88,14.0,16.8
45921,Chile,Terroir Selection Gran Reserva,88,21.0,25.2
45925,Chile,Antiguas Reservas,88,17.0,20.4
46045,Chile,Reserva,85,12.0,14.4
46051,Chile,Estate Reserva,85,12.0,14.4
46055,Chile,Castillo de Molina Reserva,85,12.0,14.4
46057,Chile,Albamar,85,11.0,13.2
46065,Chile,Casa,85,12.0,14.4
46071,Chile,Private,88,30.0,36.0
46088,Chile,Gran Crucero Limited Edition,88,29.0,34.8
46125,Chile,Gê,93,92.0,110.4
46218,Chile,Reserve,87,11.0,13.2
46219,Chile,Estate,87,10.0,12.0
46220,Chile,Estate,87,10.0,12.0
46367,Chile,Single Vineyard Las Cruces Old Vine,91,43.0,51.6
46384,Chile,,85,11.0,13.2
46389,Chile,Estate Selection,85,11.0,13.2
46397,Chile,Hacienda Araucano,85,11.0,13.2
46401,Chile,Tierra De Chile,85,19.0,22.8
46440,Chile,Los Lingues Gran Reserva,89,22.0,26.4
46450,Chile,Centauri,89,25.0,30.0
46456,Chile,Grey [Glacier] Single Block,89,20.0,24.0
46627,Chile,,85,10.0,12.0
46631,Chile,Gran Reserva,85,20.0,24.0
46633,Chile,Reserva,85,15.0,18.0
46635,Chile,Reserva,85,13.0,15.6
46641,Chile,,85,10.0,12.0
46643,Chile,Reserva,85,14.0,16.8
46645,Chile,Reserva,85,9.0,10.8
46740,Chile,Botrytis Selection Noble,87,14.0,16.8
46742,Chile,Late Harvest,87,18.0,21.6
46751,Chile,Gran Reserva,87,11.0,13.2
46753,Chile,Castillo de Molina Reserva,87,12.0,14.4
46767,Chile,,89,30.0,36.0
46793,Chile,Cima,91,50.0,60.0
46804,Chile,Alazan,91,30.0,36.0
46954,Chile,Reserve,85,12.0,14.4
46957,Chile,Block Selection Reserve Block N. 13,85,12.0,14.4
46960,Chile,,85,10.0,12.0
46967,Chile,,85,16.0,19.2
46969,Chile,Reserva,85,12.0,14.4
46970,Chile,Late Harvest Reserva,85,15.0,18.0
46978,Chile,Reina Ana Gran Reserva,85,15.0,18.0
47084,Chile,,85,18.0,21.6
47099,Chile,Reserve,85,10.0,12.0
47141,Chile,Edicion Limitada Single Vineyard,92,40.0,48.0
47148,Chile,Viñedo Chadwick,92,400.0,480.0
47173,Chile,Edición Limitada,90,33.0,39.6
47174,Chile,Millantu,90,28.0,33.6
47175,Chile,Reserva de Familia,90,20.0,24.0
47177,Chile,Tributo Single Vineyard,90,20.0,24.0
47197,Chile,Antu,90,19.0,22.8
47200,Chile,Selected Varietal,82,12.0,14.4
47205,Chile,Reserva,82,13.0,15.6
47273,Chile,Santa Digna Reserve,87,11.0,13.2
47277,Chile,Reserve,87,13.0,15.6
47281,Chile,Hacienda Araucano,87,14.0,16.8
47297,Chile,,87,13.0,15.6
47319,Chile,Reserva Especial,91,23.0,27.6
47485,Chile,Cuvée Alexandre Las Kuras Vineyard Made with Organic Grapes,91,25.0,30.0
47556,Chile,Lot #62 La Higuera Vineyard,88,39.0,46.8
47579,Chile,Gran Reserva,88,23.0,27.6
47604,Chile,Reserva,85,15.0,18.0
47610,Chile,Casillero del Diablo Reserva,85,12.0,14.4
47742,Chile,Olas Del Sur,87,12.0,14.4
47746,Chile,Aliwen Reserva,87,13.0,15.6
47748,Chile,Classic Collection,87,,
47753,Chile,T.H. Terroir Hunter,87,20.0,24.0
47759,Chile,Tributo Single Vineyard,87,20.0,24.0
47893,Chile,Reserva,80,13.0,15.6
47943,Chile,Reserva,88,15.0,18.0
47947,Chile,Reserva,88,17.0,20.4
48028,Chile,Sibaris Gran Reserva,87,18.0,21.6
48064,Chile,Coastal Cool Climate,88,15.0,18.0
48069,Chile,Corralillo,88,20.0,24.0
48070,Chile,Cordillera,88,23.0,27.6
48083,Chile,Sibaris Reserva Especial,88,16.0,19.2
48084,Chile,Sibaris Reserva Especial,88,16.0,19.2
48087,Chile,Single Vineyard,88,18.0,21.6
48110,Chile,,89,20.0,24.0
48124,Chile,Boya,89,18.0,21.6
48138,Chile,Single Vineyard,89,19.0,22.8
48209,Chile,,93,86.0,103.2
48251,Chile,Lazuli,90,23.0,27.6
48252,Chile,Amelia Limited Release,90,35.0,42.0
48408,Chile,Reserve,87,15.0,18.0
48416,Chile,Axel,87,20.0,24.0
48481,Chile,Reserva Especial,86,20.0,24.0
48486,Chile,,86,9.0,10.8
48489,Chile,Castillo de Molina Reserva,86,12.0,14.4
48515,Chile,Alpha,92,23.0,27.6
